,Open (USD),High (USD),Low (USD),Close (USD),Volume,Market Cap (USD),SMA,EMA,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK
2021-01-03,32176.45000000,34778.11000000,31962.99000000,33000.05000000,120957.56675000,120957.56675000,21272.9134,26257.8227,88.0148,20468.8833,27395.4620,96661.2495,3036.9644,649.4535,2387.5109,93.8671,91.0236
2021-01-04,33000.05000000,33600.00000000,28130.00000000,31988.71000000,140899.88569000,140899.88569000,21593.5476,26803.6215,80.3017,21148.5325,28005.3522,96573.5490,3114.6190,581.6865,2532.9325,89.8774,84.6890
2021-01-05,31989.75000000,34360.00000000,29900.00000000,33949.53000000,116049.99703800,116049.99703800,21938.2668,27484.1842,83.3485,21486.9771,28742.1668,101294.0632,3296.3840,610.7611,2685.6228,87.1297,85.6765
2021-01-06,33949.53000000,36939.21000000,33288.00000000,36769.36000000,127139.20131000,127139.20131000,22320.4664,28368.4867,86.5665,21495.1242,29687.4699,111610.9262,3626.1705,752.4381,2873.7323,86.7388,89.8509
2021-01-07,36769.36000000,40365.00000000,36300.00000000,39432.28000000,132825.70043700,132825.70043700,22753.5896,29422.1813,88.7730,21396.9934,30819.8501,125048.4168,4055.6530,945.5365,3110.1165,90.3418,95.4981
2021-01-08,39432.48000000,41950.00000000,36500.00000000,40582.81000000,139789.95749900,139789.95749900,23209.1894,30485.0983,89.5702,21412.8461,31984.0670,137696.2763,4437.7041,1062.0701,3375.6340,93.5011,95.1544
2021-01-09,40586.96000000,41380.00000000,38720.00000000,40088.22000000,75785.97967500,75785.97967500,23637.8404,31399.6813,86.7197,21791.1479,33021.3650,145323.5356,4647.0052,1017.0970,3629.9082,94.1285,91.7331
2021-01-10,40088.22000000,41350.00000000,35111.11000000,38150.02000000,118209.54450300,118209.54450300,24026.7648,32042.5707,76.4520,22558.9156,33794.8690,146154.4039,4603.4160,778.8063,3824.6098,90.8582,85.6872
2021-01-11,38150.02000000,38264.74000000,30420.00000000,35404.47000000,249131.53994300,249131.53994300,24366.5656,32362.7516,64.7556,23307.5677,34233.4145,143491.8825,4297.7862,378.5411,3919.2451,84.0473,74.7217
2021-01-12,35410.37000000,36628.00000000,32531.00000000,34051.24000000,133948.15199600,133948.15199600,24680.2304,32523.5600,59.8920,24174.8804,34487.8730,137617.7986,3901.4050,-14.2721,3915.6771,73.6510,60.5440
2021-01-13,34049.15000000,37850.00000000,32380.00000000,37371.38000000,124477.91493800,124477.91493800,25044.4578,32985.2572,66.5334,25157.1212,35007.0186,133505.9933,3811.2439,-83.5465,3894.7904,64.2892,57.6020
2021-01-14,37371.38000000,40100.00000000,36701.23000000,39144.50000000,102950.38942100,102950.38942100,25452.9656,33571.8517,69.4435,26088.2193,35630.0701,131048.5783,3838.6174,-44.9384,3883.5558,60.8528,64.4124
2021-01-15,39145.21000000,39747.76000000,34408.00000000,36742.22000000,118300.92091600,118300.92091600,25844.8206,33873.7916,61.6251,26845.0832,35955.6090,127060.8673,3624.6841,-207.0974,3831.7815,63.9542,69.8481
2021-01-16,36737.43000000,37950.00000000,35357.80000000,35994.98000000,86348.43150800,86348.43150800,26221.9298,34075.8095,59.3854,27700.9850,36161.1783,120763.1115,3356.1566,-380.4999,3736.6565,66.8565,66.3090
2021-01-17,35994.98000000,36852.50000000,33850.00000000,35828.61000000,80157.72738400,80157.72738400,26584.1050,34242.7429,58.8724,28509.0252,36304.6490,114260.8861,3094.2534,-513.9225,3608.1759,64.8227,58.3112
2021-01-18,35824.99000000,37469.83000000,34800.00000000,36631.27000000,70698.11875000,70698.11875000,26953.0306,34470.2217,60.6391,29430.2136,36482.9005,107009.7700,2917.8263,-552.2797,3470.1060,60.2598,56.1592
2021-01-19,36622.46000000,37850.00000000,35844.06000000,35891.49000000,79611.30776900,79611.30776900,27276.9430,34605.5805,58.1594,30121.5248,36546.6670,100798.0895,2687.3346,-626.2171,3313.5517,55.8259,53.0073
2021-01-20,35901.94000000,36415.31000000,33400.00000000,35468.23000000,89368.42291800,89368.42291800,27611.0084,34687.7376,56.7300,30878.6055,36536.7137,93117.7954,2442.3607,-696.9528,3139.3135,52.7332,49.0330
2021-01-21,35468.23000000,35600.00000000,30071.00000000,30850.13000000,131803.18292600,131803.18292600,27843.9292,34322.2512,44.0181,30720.7182,36055.7766,89406.3606,1854.2009,-1028.0901,2882.2910,44.8797,32.5989
2021-01-22,30851.99000000,33826.53000000,28850.00000000,32945.17000000,142971.68404900,142971.68404900,28114.3946,34191.1006,49.5419,30531.7064,35767.1365,88121.4368,1539.3872,-1074.3230,2613.7102,36.4357,27.6751
2021-01-23,32950.00000000,33456.00000000,31390.16000000,32078.00000000,64595.28767500,64595.28767500,28382.9442,33989.8529,47.4547,30036.6103,35392.2571,88948.7247,1206.0194,-1126.1526,2332.1721,27.3209,21.6886
2021-01-24,32078.00000000,33071.00000000,30900.00000000,32259.90000000,57978.03796600,57978.03796600,28645.1890,33825.0955,47.9501,29722.5846,35039.0922,88204.1690,945.6006,-1109.2572,2054.8578,26.3231,29.6057
2021-01-25,32259.45000000,34875.00000000,31910.00000000,32254.20000000,88499.22692100,88499.22692100,28903.0850,33675.4864,47.9348,29189.6037,34684.0931,89628.9876,730.3380,-1059.6158,1789.9538,26.6974,28.7979
2021-01-26,32254.19000000,32921.88000000,30837.37000000,32467.77000000,84972.20691000,84972.20691000,29169.1024,33560.4658,48.5945,28682.6530,34357.5070,91106.0472,570.3989,-975.6439,1546.0428,29.7710,30.9092
2021-01-27,32464.01000000,32557.29000000,29241.72000000,30366.15000000,95911.96171100,95911.96171100,29409.9432,33256.2452,42.8419,28001.4479,33851.2504,92349.2754,270.9397,-1020.0825,1291.0222,28.3351,25.2981
2021-01-28,30362.19000000,33783.98000000,29842.10000000,33364.86000000,92621.14561700,92621.14561700,29706.4148,33266.5895,51.6390,28320.2337,33673.7573,87208.9930,272.4463,-814.8607,1087.3070,28.4096,29.0214
2021-01-29,33368.18000000,38531.90000000,31915.40000000,34252.20000000,231827.00562600,231827.00562600,30026.3662,33360.4572,53.9000,28825.1035,33615.1439,81515.5475,341.3068,-596.8001,938.1070,30.4068,36.9010
2021-01-30,34246.28000000,34933.00000000,32825.00000000,34262.88000000,84889.68134000,84889.68134000,30350.8932,33446.4022,53.9279,29084.4468,33585.3382,78594.2524,392.2199,-436.7097,828.9296,38.9889,51.0445
2021-01-31,34262.89000000,34342.69000000,32171.67000000,33092.98000000,68742.28038400,68742.28038400,30636.5790,33412.7429,50.3319,28954.0385,33462.6237,78548.4760,334.3139,-395.6926,730.0064,46.5960,51.8426
2021-02-01,33092.97000000,34717.27000000,32296.16000000,33526.37000000,82718.27688200,82718.27688200,30923.6066,33423.5646,51.6190,28872.8163,33392.1915,78585.9441,319.7085,-328.2383,647.9468,50.7436,49.3437
2021-02-02,33517.09000000,35984.33000000,33418.00000000,35466.24000000,78056.65988000,78056.65988000,31247.4686,33618.1051,56.9911,29181.4424,33509.0082,76784.6668,459.3696,-150.8618,610.2314,51.5577,53.4867
2021-02-03,35472.71000000,37662.63000000,35362.38000000,37618.87000000,80784.33366300,80784.33366300,31611.3174,33999.1303,62.0296,29825.0939,33839.9094,73988.0647,735.2755,100.0353,635.2402,57.2997,69.0687
2021-02-04,37620.26000000,38708.27000000,36161.95000000,36936.66000000,92080.73589800,92080.73589800,31923.3402,34278.8951,59.6449,30071.5802,34113.1031,74528.3321,888.6406,202.7203,685.9203,67.6224,80.3117
2021-02-05,36936.65000000,38310.12000000,36570.00000000,38290.24000000,66681.33427500,66681.33427500,32233.2018,34660.9279,62.7083,30144.5013,34514.2833,78212.1041,1106.6493,336.5832,770.0661,79.5916,89.3944
2021-02-06,38289.32000000,40955.51000000,38215.94000000,39186.94000000,98757.31118300,98757.31118300,32554.7928,35091.9767,64.6242,30148.9031,34989.9337,83400.2399,1336.3741,453.0464,883.3277,85.7370,87.5050
2021-02-07,39181.01000000,39700.00000000,37351.00000000,38795.69000000,84363.67976300,84363.67976300,32854.2744,35444.7113,63.1009,30284.7957,35412.3301,86687.6744,1469.9178,469.2721,1000.6457,88.0829,87.3492
2021-02-08,38795.69000000,46794.45000000,37988.89000000,46374.87000000,138597.53691400,138597.53691400,33312.6614,36485.6788,75.2645,29256.6029,36546.2465,109442.6825,2162.4018,929.4048,1232.9969,87.6262,88.0244
2021-02-09,46374.86000000,48142.19000000,44961.09000000,46420.42000000,115499.86171200,115499.86171200,33786.6756,37431.8446,75.3172,28802.1524,37634.5800,125958.8562,2683.9371,1160.7521,1523.1850,88.4647,90.0206
2021-02-10,46420.42000000,47310.00000000,43727.00000000,44807.58000000,97154.18220000,97154.18220000,34206.6114,38134.2956,69.6619,29091.6930,38517.1565,132771.7919,2933.3016,1128.0933,1805.2083,89.3792,90.0927
2021-02-11,44807.58000000,48678.90000000,43994.02000000,47969.51000000,89561.08145400,89561.08145400,34701.3464,39070.9827,73.8132,29054.3875,39634.4051,145434.5817,3347.4784,1233.8161,2113.6623,89.8641,89.4789
2021-02-12,47968.66000000,48985.80000000,46125.00000000,47287.60000000,85870.03569700,85870.03569700,35172.5144,39853.5177,71.5397,29389.8213,40615.1655,152868.6072,3579.4306,1172.6147,2406.8160,89.5735,89.1489
2021-02-13,47298.15000000,48150.00000000,46202.53000000,47153.69000000,63768.09739900,63768.09739900,35621.3388,40548.7722,71.0767,29872.5688,41510.7458,157892.5161,3709.6861,1042.2961,2667.3900,90.0728,91.5907
2021-02-14,47156.78000000,49707.43000000,47014.17000000,48577.79000000,73735.47553300,73735.47553300,36063.0268,41313.4405,73.0725,30415.8679,42471.0319,163022.6722,3883.0659,972.5407,2910.5252,90.5261,90.8386
2021-02-15,48580.47000000,49010.92000000,45570.79000000,47911.10000000,79398.15678400,79398.15678400,36495.6156,41941.7891,70.6158,31109.4268,43290.0923,165096.7478,3921.4700,808.7559,3112.7141,90.9863,90.5294
2021-02-16,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800,88813.26629800,36936.6964,42626.7091,72.4450,32221.2185,44152.0274,163460.1164,4004.3790,713.3319,3291.0471,90.7154,90.7780
2021-02-17,49133.45000000,52618.74000000,48947.00000000,52119.71000000,85743.63781800,85743.63781800,37431.3906,43530.8045,76.3228,32890.8831,45209.0000,168390.1696,4261.9225,776.7003,3485.2222,91.0791,91.9299
2021-02-18,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400,60758.04695400,37884.9318,44294.7850,74.1876,33661.9236,46122.6534,170729.9520,4369.8930,707.7367,3662.1564,92.0331,93.3914
2021-02-19,51552.61000000,56368.00000000,50710.20000000,55906.00000000,79659.77802000,79659.77802000,38424.5792,45400.6150,79.0361,34324.2824,47368.5335,177811.0439,4751.9658,871.8475,3880.1182,93.7621,95.9650
2021-02-20,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400,80948.20531400,38954.7692,46394.9555,78.7988,35463.7307,48505.1787,178919.6586,4991.9870,889.4950,4102.4920,94.4289,93.9303
2021-02-21,55841.19000000,58352.80000000,55477.59000000,57408.57000000,58166.70851100,58166.70851100,39459.3740,47443.8711,80.3364,36704.9927,49682.7733,179460.5801,5248.1823,916.5522,4331.6301,94.8314,94.5990
2021-02-22,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400,134019.43494400,39881.1264,48076.6139,68.9297,38017.7528,50430.3670,174556.5095,5124.1817,634.0413,4490.1404,91.4059,85.6883
2021-02-23,54087.67000000,54183.59000000,44892.56000000,48891.00000000,169375.02505100,169375.02505100,40219.1722,48154.1745,55.6208,38968.7735,50594.3663,166850.2951,4554.0857,51.1563,4502.9295,82.4857,67.1697
2021-02-24,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200,91881.20925200,40533.7056,48299.1293,56.9726,40244.9346,50779.4698,156124.8217,4118.1680,-307.8092,4425.9772,67.1436,48.5729
2021-02-25,49676.21000000,52041.73000000,46674.34000000,47073.73000000,83310.67312100,83310.67312100,40739.7930,48182.4246,51.3857,41157.5218,50656.0544,145641.3809,3522.1019,-723.1002,4245.2021,48.7014,30.3616
2021-02-26,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300,109423.20066300,40876.6848,48000.9432,49.7761,41901.0713,50414.9215,135553.4235,2951.3934,-1035.0469,3986.4404,34.2015,23.6701
2021-02-27,46276.88000000,48394.00000000,45000.00000000,46106.43000000,66060.83429200,66060.83429200,40987.1572,47820.5134,49.4196,42890.3508,50123.7947,122458.2336,2457.0267,-1223.5309,3680.5577,23.0633,15.1580
2021-02-28,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200,83055.36904200,41088.1060,47564.8131,47.3395,42344.8411,49705.4005,123310.9944,1964.2617,-1373.0367,3337.2985,17.7405,14.3934
2021-03-01,45134.11000000,49790.00000000,44950.53000000,49587.03000000,85086.11164800,85086.11164800,41316.8462,47757.4051,56.4012,42490.2079,49716.8473,121983.2409,1910.9026,-1141.1167,3052.0193,17.7228,23.6172
2021-03-02,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000,64221.06214000,41577.5698,47822.4761,53.8321,42695.2655,49604.0360,118691.7402,1755.8712,-1036.9185,2792.7897,22.9205,30.7508
2021-03-03,48436.61000000,52640.00000000,48100.71000000,50349.37000000,81035.91370500,81035.91370500,41903.5324,48063.1326,57.3182,42795.8092,49655.7071,118254.6864,1766.6605,-820.9033,2587.5638,32.1462,42.0706
2021-03-04,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900,82649.71682900,42123.5866,48092.7476,52.8691,42715.5803,49507.9238,117431.3580,1597.4086,-792.1242,2389.5328,37.4195,39.4371
2021-03-05,48374.09000000,49448.93000000,46300.00000000,48751.71000000,78192.49637200,78192.49637200,42315.7308,48155.5060,53.6104,42696.5719,49390.9304,116334.5161,1476.7232,-730.2476,2206.9709,40.5401,40.1125
2021-03-06,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200,44399.23424200,42558.5304,48224.7149,53.8804,42596.5729,49278.7551,116100.5766,1375.7499,-664.9768,2040.7267,38.8255,36.9270
2021-03-07,48882.20000000,51450.03000000,48882.20000000,50971.75000000,55235.02803200,55235.02803200,42858.0658,48486.3373,58.0866,42747.3456,49364.1350,115532.0288,1447.6494,-474.4618,1922.1112,40.2046,43.5742
2021-03-08,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400,66987.35966400,43188.9970,48856.7023,60.6804,42908.3521,49568.5993,116171.0715,1599.4373,-258.1392,1857.5764,46.5103,59.0296
2021-03-09,52375.18000000,54895.00000000,51789.41000000,54884.50000000,71656.73707600,71656.73707600,43554.0616,49430.7783,64.8669,43088.3723,49996.6108,119078.9955,1900.3066,34.1842,1866.1225,60.7220,79.5623
2021-03-10,54874.67000000,57387.69000000,53005.00000000,55851.59000000,84749.23894300,84749.23894300,43953.2636,50042.2842,66.3537,43223.7223,50503.5603,123301.9404,2191.5213,260.3191,1931.2022,76.5378,91.0216
2021-03-11,55851.59000000,58150.00000000,54272.82000000,57773.16000000,81914.81285900,81914.81285900,44399.3622,50778.5581,69.1477,43589.2421,51173.0452,127011.0763,2547.9941,493.4335,2054.5606,88.7222,95.5826
2021-03-12,57773.15000000,58081.51000000,54962.84000000,57221.72000000,73405.40604700,73405.40604700,44926.7940,51392.1925,67.4175,43993.9776,51781.1207,129652.5518,2754.2553,559.7558,2194.4995,93.3913,93.5696
2021-03-13,57221.72000000,61844.00000000,56078.23000000,61188.39000000,83245.09134600,83245.09134600,45491.6584,52325.1637,72.7076,44205.5408,52760.4004,138308.9966,3200.8980,805.1188,2395.7792,95.0403,95.9687
2021-03-14,61188.38000000,61724.79000000,58966.78000000,58968.31000000,52601.05275000,52601.05275000,46029.4646,52957.8443,66.2267,44369.4509,53510.2447,144918.1833,3337.2539,753.1797,2584.0742,93.5540,91.1237
2021-03-15,58976.08000000,60633.43000000,54600.00000000,55605.20000000,102771.42729800,102771.42729800,46496.3706,53209.9734,57.8189,44667.5019,53916.5517,146407.0498,3137.7717,442.9580,2694.8137,88.9599,79.7873
2021-03-16,55605.20000000,56938.29000000,53271.34000000,56900.75000000,77986.69435500,77986.69435500,46989.3016,53561.4760,59.9293,44943.9743,54414.2720,149117.2495,3049.0729,283.4074,2765.6655,80.4192,70.3465
2021-03-17,56900.74000000,58974.73000000,54123.69000000,58912.97000000,70421.62084100,70421.62084100,47518.2056,54071.1421,63.0238,45434.9685,55069.2298,151411.8419,3105.3513,271.7486,2833.6027,73.2897,69.7352
2021-03-18,58912.97000000,60129.97000000,57023.00000000,57648.16000000,66580.40667500,66580.40667500,48063.8458,54411.8104,59.8929,46139.9336,55547.3520,149621.5364,3013.1589,143.6449,2869.5139,71.3993,74.1162
2021-03-19,57641.00000000,59468.00000000,56270.74000000,58030.01000000,52392.65296100,52392.65296100,48557.1488,54756.4009,60.5304,46969.0620,56007.6920,146393.9925,2937.0513,54.0299,2883.0214,73.3210,76.1116
2021-03-20,58030.01000000,59880.00000000,57820.17000000,58102.28000000,44476.94177600,44476.94177600,49034.1504,55075.0560,60.6579,48127.0837,56418.1359,139328.6575,2849.7173,-26.6432,2876.3606,74.3341,72.7746
2021-03-21,58100.02000000,58589.10000000,55450.11000000,57351.56000000,48564.47027400,48564.47027400,49495.9240,55291.8659,58.5430,48625.5854,56695.3368,137392.8506,2688.9314,-149.9434,2838.8747,72.9149,69.8586
2021-03-22,57351.56000000,58430.73000000,53650.00000000,54083.25000000,62581.62616900,62581.62616900,49915.7294,55176.7596,50.3178,49090.9619,56624.2961,131957.6380,2271.5965,-453.8226,2725.4191,65.1228,52.7351
2021-03-23,54083.25000000,55830.90000000,53000.00000000,54340.89000000,59789.36542700,59789.36542700,50332.0198,55097.1530,50.9034,49327.6758,56550.9230,128783.3959,1939.2901,-628.9032,2568.1933,52.2239,34.0781
2021-03-24,54342.80000000,57200.00000000,51700.00000000,52303.65000000,83537.46502100,83537.46502100,50668.7680,54831.1051,46.2602,49615.7789,56264.5199,122751.9304,1494.3210,-859.0978,2353.4188,33.8184,14.6421
2021-03-25,52303.66000000,53287.00000000,50427.56000000,51293.78000000,87400.53453800,87400.53453800,50942.2662,54494.2170,44.1122,49653.2164,55863.2265,117963.3273,1048.1097,-1044.2473,2092.3570,19.4289,9.5666
2021-03-26,51293.78000000,55073.46000000,51214.60000000,55025.59000000,63813.77469200,63813.77469200,51304.0448,54544.8240,52.8288,50406.8736,55805.2384,109788.8872,984.2640,-886.4744,1870.7384,14.0489,17.9379
2021-03-27,55025.59000000,56700.36000000,53950.00000000,55817.14000000,50105.47505500,50105.47505500,51654.5828,54665.9969,54.4515,50897.3921,55793.3819,104753.2794,986.1694,-707.6552,1693.8246,19.7871,31.8567
2021-03-28,55817.14000000,56559.75000000,54691.84000000,55777.63000000,39050.38751100,39050.38751100,51986.3966,54771.8667,54.3510,51173.5681,55754.6891,101565.8993,973.2719,-576.4421,1549.7141,32.1987,46.8014
2021-03-29,55777.65000000,58405.82000000,54800.01000000,57635.47000000,67857.93739800,67857.93739800,52363.1922,55044.5908,58.2530,51315.2065,55876.7314,101491.9802,1100.2795,-359.5477,1459.8272,45.5992,58.1395
2021-03-30,57635.46000000,59368.00000000,57071.35000000,58746.57000000,55122.44312200,55122.44312200,52610.6262,55397.1603,60.4314,51437.5929,56091.4928,102630.4920,1275.8828,-147.1555,1423.0383,58.5862,70.8177
2021-03-31,58746.57000000,59800.00000000,56769.00000000,58740.55000000,60975.54266600,60975.54266600,52857.0288,55715.5784,60.4130,51572.0965,56291.8953,103489.8828,1398.4435,-19.6758,1418.1193,70.2870,81.9037
2021-04-01,58739.46000000,59490.00000000,57935.45000000,58720.44000000,47415.61722000,47415.61722000,53135.2860,56001.7557,60.3470,51687.3166,56485.7759,104470.3692,1476.9259,47.0453,1429.8806,79.7020,86.3847
2021-04-02,58720.45000000,60200.00000000,58428.57000000,58950.01000000,47382.41878100,47382.41878100,53354.8960,56282.5418,60.8731,52220.9198,56694.3836,101429.0210,1539.8973,88.0133,1451.8840,85.0541,86.8738
2021-04-03,58950.01000000,59791.72000000,56880.00000000,57051.94000000,47409.85211300,47409.85211300,53550.1828,56355.8178,54.4413,52381.9280,56732.8816,100242.4174,1420.2721,-25.2895,1445.5616,84.7226,80.9094
2021-04-04,57051.95000000,58492.85000000,56388.00000000,58202.01000000,41314.08197300,41314.08197300,53771.1492,56531.6456,57.3798,52504.9821,56890.0357,100740.5723,1402.1067,-34.7639,1436.8706,81.9889,78.1834
2021-04-05,58202.01000000,59272.00000000,56777.77000000,59129.99000000,54258.01579000,54258.01579000,53982.1932,56779.1070,59.6417,52610.0889,57123.2031,102254.3450,1445.9230,7.2419,1438.6811,79.2967,78.7973
2021-04-06,59129.99000000,59495.24000000,57413.02000000,57991.15000000,54201.00072700,54201.00072700,54183.7942,56894.5397,55.7325,52793.4183,57237.2941,101676.0519,1372.9267,-52.6035,1425.5302,79.6605,82.0009
2021-04-07,57990.03000000,58655.00000000,55473.00000000,55953.45000000,71228.40565900,71228.40565900,54320.1942,56804.9121,49.4830,52725.1657,57161.7080,101527.1317,1137.5383,-230.3935,1367.9318,78.3765,74.3312
2021-04-08,55953.44000000,58153.31000000,55700.00000000,58077.52000000,44283.14701900,44283.14701900,54439.3504,56926.1128,55.1311,52856.9656,57296.4844,101691.6730,1109.5954,-206.6692,1316.2645,75.4797,70.1071
2021-04-09,58077.52000000,58894.90000000,57654.00000000,58142.54000000,40831.88491100,40831.88491100,54571.1492,57041.9630,55.2958,52995.0669,57437.2270,101858.8273,1080.2445,-188.8160,1269.0605,70.3689,66.6683
2021-04-10,58142.55000000,61500.00000000,57900.01000000,59769.13000000,69906.42411700,69906.42411700,54648.4118,57301.6932,59.3204,53095.2896,57732.6911,104106.7058,1174.6949,-75.4925,1250.1874,69.8180,72.6786
2021-04-11,59769.13000000,60699.00000000,59232.52000000,60002.43000000,41156.71539100,41156.71539100,54731.6366,57558.9063,59.8783,53374.1684,58038.8620,104685.7990,1253.9184,2.9848,1250.9336,70.8162,73.1018
2021-04-12,59998.80000000,61300.00000000,59350.59000000,59860.00000000,56375.03711700,56375.03711700,54780.6652,57778.0580,59.3432,53667.3392,58303.2817,104662.7063,1290.3365,31.5223,1258.8142,73.5950,75.0046
2021-04-13,59860.01000000,63777.77000000,59805.15000000,63575.00000000,82848.68874600,82848.68874600,54970.4118,58330.1478,67.5011,54116.5820,58895.2293,106681.7025,1600.5178,273.3629,1327.1549,76.9239,82.6652
2021-04-14,63575.01000000,64854.00000000,61301.00000000,62959.53000000,82616.34399300,82616.34399300,55251.7824,58771.0413,65.1681,55160.8585,59374.8877,101515.1800,1776.2005,359.2365,1416.9640,80.3514,83.3843
2021-04-15,62959.53000000,63800.00000000,62020.00000000,63159.98000000,51649.70034000,51649.70034000,55521.4580,59189.0355,65.5853,55458.6934,59818.0854,103412.0052,1909.5923,394.1027,1515.4897,84.1616,86.4352
2021-04-16,63158.74000000,63520.61000000,60000.00000000,61334.80000000,91764.13988400,91764.13988400,55806.6794,59393.3940,58.6922,55811.3007,60048.7212,102422.9259,1846.7415,265.0014,1581.7400,81.5213,74.7444
2021-04-17,61334.81000000,62506.05000000,59580.91000000,60006.66000000,58912.25612800,58912.25612800,56081.2752,59451.8003,54.2259,56179.0496,60126.5929,99602.0257,1670.5054,71.0123,1599.4931,75.1439,64.2520
2021-04-18,60006.67000000,60499.00000000,50931.30000000,56150.01000000,124882.13182400,124882.13182400,56282.1468,59137.3441,43.8025,55687.7313,59817.0264,101109.9777,1205.7386,-315.0036,1520.7422,62.8096,49.4325
2021-04-19,56150.01000000,57526.81000000,54221.58000000,55633.14000000,78229.04226700,78229.04226700,56492.0964,58803.6103,42.6201,55036.4625,59465.3078,103753.7600,786.6326,-587.2877,1373.9203,51.1818,39.8609
2021-04-20,55633.14000000,57076.24000000,53329.96000000,56425.00000000,72744.48215100,72744.48215100,56628.8558,58577.0760,45.0667,54617.8028,59203.8302,105064.1049,512.4771,-689.1545,1201.6317,42.0659,36.9044
2021-04-21,56425.00000000,56757.91000000,53536.02000000,53787.63000000,66984.75690900,66984.75690900,56735.7954,58120.9383,39.0886,53572.4395,58702.2010,109999.8161,81.4542,-896.1419,977.5962,36.0045,31.2484
2021-04-22,53787.62000000,55521.48000000,50500.00000000,51690.96000000,104656.63133700,104656.63133700,56762.6272,57508.5594,35.1022,52031.5318,58024.3786,117952.8460,-424.4257,-1121.6175,697.1918,30.3033,22.7571
2021-04-23,51690.95000000,52131.85000000,47500.00000000,51125.14000000,132230.78071900,132230.78071900,56817.6482,56900.6147,34.0917,50552.9288,57327.2354,125070.3011,-861.0703,-1246.6097,385.5394,23.5243,16.5674
2021-04-24,51110.56000000,51166.22000000,48657.14000000,50047.84000000,55361.51257300,55361.51257300,56843.5708,56247.9695,32.1917,48916.9403,56555.7150,132943.4630,-1279.2965,-1331.8687,52.5722,17.9824,14.6227
2021-04-25,50047.84000000,50567.91000000,46930.00000000,49066.77000000,58255.64500400,58255.64500400,56847.2622,55564.0457,30.5233,47244.2383,55729.5889,140583.0940,-1670.6497,-1378.5775,-292.0722,15.6736,15.8307
2021-04-26,49066.76000000,54356.62000000,48753.44000000,54001.39000000,86310.80212400,86310.80212400,56907.8550,55415.2214,45.7523,46829.2823,55421.3466,141341.9891,-1564.5818,-1018.0077,-546.5741,17.4906,22.0183
2021-04-27,54001.38000000,55460.00000000,53222.00000000,55011.97000000,54064.03467500,54064.03467500,56960.5910,55376.8165,48.2539,46602.7717,55228.3489,141484.1208,-1383.0341,-669.1680,-713.8661,23.3345,32.1545
2021-04-28,55011.97000000,56428.00000000,53813.16000000,54846.22000000,55130.45901500,55130.45901500,56959.8254,55326.2835,47.8641,46364.9170,55024.0487,141615.3652,-1238.2570,-419.5127,-818.7443,32.6651,43.8224
2021-04-29,54846.23000000,55195.84000000,52330.94000000,53555.00000000,52486.01945500,52486.01945500,56913.8936,55157.5898,44.8257,45961.7152,54712.1623,142216.6332,-1213.7198,-315.9804,-897.7394,39.9864,43.9824
2021-04-30,53555.00000000,57963.00000000,53013.01000000,57694.27000000,68578.91004500,68578.91004500,56912.3158,55399.1784,54.7435,46170.0413,54816.3375,141279.3002,-850.4657,37.8189,-888.2847,46.5977,51.9883
2021-05-01,57697.25000000,58458.07000000,56956.14000000,57800.37000000,42600.35183600,42600.35183600,56923.8888,55627.8633,54.9670,46420.4145,54940.4978,140141.3308,-547.7092,272.4603,-820.1696,53.0071,63.0506
2021-05-02,57797.35000000,57911.02000000,56035.25000000,56578.21000000,36812.87886300,36812.87886300,56831.6852,55718.3725,51.7946,46587.4554,54958.7479,138671.6731,-401.7594,334.7281,-736.4875,64.2255,77.6376
2021-05-03,56578.21000000,58981.44000000,56435.00000000,57169.39000000,57649.93128600,57649.93128600,56795.7068,55856.5647,53.2016,47365.4608,55048.9284,131883.6047,-235.6731,400.6515,-636.3247,74.5371,82.9230
2021-05-04,57169.39000000,57200.00000000,53046.69000000,53200.01000000,85324.62590300,85324.62590300,56747.6030,55603.5595,43.9301,47750.0963,54791.5757,125206.3695,-419.5085,173.4529,-592.9614,78.0407,73.5614
2021-05-05,53205.05000000,58069.82000000,52900.00000000,57436.11000000,77263.92343900,77263.92343900,56758.3102,55778.0881,53.2862,48813.7950,54984.1349,116687.5339,-220.8359,297.7004,-518.5363,77.0691,74.7228
2021-05-06,57436.11000000,58360.00000000,55200.00000000,56393.68000000,70181.67190800,70181.67190800,56707.9244,55836.7159,51.0297,49587.0134,55104.6716,110281.2534,-145.8208,298.1724,-443.9932,73.6205,72.5772
